user id,product id,trial,refunded,purchase date,country code,media source,transaction_number
2060861,tenwords_1w_7.99_7free,f,f,2020-08-15,MX,Facebook Ads,5
2060861,tenwords_1w_7.99_7free,f,f,2020-08-22,MX,Facebook Ads,6
2060863,tenwords_1w_9.99_offer,f,f,2020-07-20,Organic/Unknown,Organic/Unknown,1
2060940,tenwords_1w_7.99_7free,t,f,2020-07-18,US,Facebook Ads,1
2060940,tenwords_1w_7.99_7free,f,f,2020-07-25,US,Facebook Ads,2
2060940,tenwords_1w_7.99_7free,f,f,2020-08-01,US,Facebook Ads,3
2060940,tenwords_1w_7.99_7free,f,f,2020-08-08,US,Facebook Ads,4
2060940,tenwords_1w_7.99_7free,f,f,2020-08-15,US,Facebook Ads,5
2060940,tenwords_1w_7.99_7free,f,f,2020-08-22,US,Facebook Ads,6
2060940,tenwords_1w_7.99_7free,f,f,2020-08-29,US,Facebook Ads,7
2060946,tenwords_1w_9.99_offer,f,f,2020-07-18,US,Facebook Ads,1
2060957,tenwords_1w_9.99_offer,f,f,2020-07-18,CZ,Facebook Ads,1
2061004,tenwords_1w_9.99_offer,f,f,2020-07-18,RU,Facebook Ads,1
2061014,tenwords_1w_9.99_offer,f,f,2020-07-18,US,Facebook Ads,1
2061014,tenwords_1w_9.99_offer,f,f,2020-07-25,US,Facebook Ads,2
2061014,tenwords_1w_9.99_offer,f,f,2020-08-01,US,Facebook Ads,3
2061014,tenwords_1w_9.99_offer,f,f,2020-08-08,US,Facebook Ads,4
2061014,tenwords_1w_9.99_offer,f,f,2020-08-15,US,Facebook Ads,5
2061014,tenwords_1w_9.99_offer,f,f,2020-08-22,US,Facebook Ads,6
2061014,tenwords_1w_9.99_offer,f,f,2020-08-29,US,Facebook Ads,7
2061014,tenwords_1w_9.99_offer,f,f,2020-09-05,US,Facebook Ads,8
2061014,tenwords_1w_9.99_offer,f,f,2020-09-12,US,Facebook Ads,9
2061014,tenwords_1w_9.99_offer,f,f,2020-09-19,US,Facebook Ads,10
2061014,tenwords_1w_9.99_offer,f,f,2020-09-26,US,Facebook Ads,11
2061038,tenwords_1w_9.99_offer,f,f,2020-07-18,Organic/Unknown,Organic/Unknown,1
2061042,tenwords_lifetime_limited_49.99,f,f,2020-07-18,US,Facebook Ads,1
2061057,tenwords_1w_9.99_offer,f,f,2020-07-18,NG,Facebook Ads,1
2061114,tenwords_1w_9.99_offer,f,t,2020-07-18,JP,Facebook Ads,1
2061114,tenwords_1w_9.99_offer,f,t,2020-07-25,JP,Facebook Ads,2
2061114,tenwords_1w_9.99_offer,f,t,2020-08-01,JP,Facebook Ads,3
2061114,tenwords_1w_9.99_offer,f,t,2020-08-08,JP,Facebook Ads,4
2061114,tenwords_1w_9.99_offer,f,t,2020-08-15,JP,Facebook Ads,5
2061114,tenwords_1w_9.99_offer,f,t,2020-08-22,JP,Facebook Ads,6
2061114,tenwords_1w_9.99_offer,f,t,2020-08-29,JP,Facebook Ads,7
2061152,tenwords_1w_7.99_7free,t,f,2020-07-18,BR,Facebook Ads,1
2061152,tenwords_1w_7.99_7free,f,f,2020-07-25,BR,Facebook Ads,2
2061152,tenwords_1w_7.99_7free,f,f,2020-08-01,BR,Facebook Ads,3
2061152,tenwords_1w_7.99_7free,f,f,2020-08-08,BR,Facebook Ads,4
2061152,tenwords_1w_7.99_7free,f,f,2020-08-15,BR,Facebook Ads,5
2061152,tenwords_1w_7.99_7free,f,f,2020-08-22,BR,Facebook Ads,6
2061152,tenwords_1w_7.99_7free,f,f,2020-08-29,BR,Facebook Ads,7
2061152,tenwords_1w_7.99_7free,f,f,2020-09-05,BR,Facebook Ads,8
2061152,tenwords_1w_7.99_7free,f,f,2020-09-12,BR,Facebook Ads,9
2061152,tenwords_1w_7.99_7free,f,f,2020-09-19,BR,Facebook Ads,10
2061152,tenwords_1w_7.99_7free,f,f,2020-09-26,BR,Facebook Ads,11
2061176,tenwords_1w_7.99_7free,t,f,2020-07-18,US,Facebook Ads,1
2061182,tenwords_1w_9.99_offer,f,f,2020-07-18,Organic/Unknown,Organic/Unknown,1
2061182,tenwords_1w_9.99_offer,f,f,2020-07-25,Organic/Unknown,Organic/Unknown,2
2061199,tenwords_1w_9.99_offer,f,f,2020-07-18,US,Facebook Ads,1
2061202,tenwords_1w_9.99_offer,f,f,2020-07-18,US,Facebook Ads,1
2061213,tenwords_1w_9.99_offer,f,f,2020-07-18,CA,Facebook Ads,1
2061241,tenwords_1w_9.99_offer,f,f,2020-07-18,ES,Facebook Ads,1
2061244,tenwords_lifetime_limited_49.99,f,f,2020-07-18,DE,Facebook Ads,1
2061268,tenwords_1w_7.99_7free,t,f,2020-07-18,US,Facebook Ads,1
2061305,tenwords_1w_9.99_offer,f,f,2020-07-18,US,Facebook Ads,1
2061308,tenwords_1w_9.99_offer,f,f,2020-07-18,IT,Facebook Ads,1
2061308,tenwords_1w_9.99_offer,f,f,2020-07-25,IT,Facebook Ads,2
2061308,tenwords_1w_9.99_offer,f,f,2020-08-01,IT,Facebook Ads,3
2061308,tenwords_1w_9.99_offer,f,f,2020-08-08,IT,Facebook Ads,4
2061308,tenwords_1w_9.99_offer,f,f,2020-08-15,IT,Facebook Ads,5
2061308,tenwords_1w_9.99_offer,f,f,2020-08-22,IT,Facebook Ads,6
2061308,tenwords_1w_9.99_offer,f,f,2020-08-29,IT,Facebook Ads,7
2061308,tenwords_1w_9.99_offer,f,f,2020-09-05,IT,Facebook Ads,8
2061308,tenwords_1w_9.99_offer,f,f,2020-09-12,IT,Facebook Ads,9
2061323,tenwords_1w_9.99_offer,f,f,2020-07-18,CL,Facebook Ads,1
2061323,tenwords_1w_9.99_offer,f,f,2020-07-25,CL,Facebook Ads,2
2061323,tenwords_1w_9.99_offer,f,f,2020-08-01,CL,Facebook Ads,3
2061323,tenwords_1w_9.99_offer,f,f,2020-08-08,CL,Facebook Ads,4
2061323,tenwords_1w_9.99_offer,f,f,2020-08-15,CL,Facebook Ads,5
2061323,tenwords_1w_9.99_offer,f,f,2020-08-22,CL,Facebook Ads,6
2061323,tenwords_1w_9.99_offer,f,f,2020-08-29,CL,Facebook Ads,7
2061323,tenwords_1w_9.99_offer,f,f,2020-09-05,CL,Facebook Ads,8
2061323,tenwords_1w_9.99_offer,f,f,2020-09-12,CL,Facebook Ads,9
2061323,tenwords_1w_9.99_offer,f,f,2020-09-19,CL,Facebook Ads,10
2061323,tenwords_1w_9.99_offer,f,f,2020-09-26,CL,Facebook Ads,11
2061344,tenwords_1w_9.99_offer,f,f,2020-07-18,US,Facebook Ads,1
2061345,tenwords_lifetime_limited_49.99,f,f,2020-07-18,DE,Facebook Ads,1
2061361,tenwords_lifetime_limited_49.99,f,f,2020-07-18,FR,Facebook Ads,1
2061367,tenwords_1w_9.99_offer,f,f,2020-07-18,BR,Facebook Ads,1
2061367,tenwords_1w_9.99_offer,f,f,2020-07-25,BR,Facebook Ads,2
2061367,tenwords_1w_9.99_offer,f,f,2020-08-01,BR,Facebook Ads,3
2061367,tenwords_1w_9.99_offer,f,f,2020-08-08,BR,Facebook Ads,4
2061367,tenwords_1w_9.99_offer,f,f,2020-08-15,BR,Facebook Ads,5
2061367,tenwords_1w_9.99_offer,f,f,2020-08-22,BR,Facebook Ads,6
2061367,tenwords_1w_9.99_offer,f,f,2020-08-29,BR,Facebook Ads,7
2061367,tenwords_1w_9.99_offer,f,f,2020-09-05,BR,Facebook Ads,8
2061367,tenwords_1w_9.99_offer,f,f,2020-09-12,BR,Facebook Ads,9
2061367,tenwords_1w_9.99_offer,f,f,2020-09-19,BR,Facebook Ads,10
2061367,tenwords_1w_9.99_offer,f,f,2020-09-26,BR,Facebook Ads,11
2061371,tenwords_1w_7.99_7free,t,f,2020-07-18,IT,Facebook Ads,1
2061371,tenwords_1w_7.99_7free,f,f,2020-08-10,IT,Facebook Ads,2
2061371,tenwords_1w_7.99_7free,f,f,2020-08-17,IT,Facebook Ads,3
2061371,tenwords_1w_7.99_7free,f,f,2020-09-09,IT,Facebook Ads,4
2061377,tenwords_1w_7.99_7free,t,f,2020-07-18,ES,Facebook Ads,1
2061388,tenwords_lifetime_limited_49.99,f,f,2020-07-18,FR,Facebook Ads,1
2061392,tenwords_1w_7.99_7free,t,f,2020-07-18,US,Facebook Ads,1
2061408,tenwords_1w_7.99_7free,t,f,2020-07-18,CL,Facebook Ads,1
2061408,tenwords_1w_7.99_7free,f,f,2020-07-25,CL,Facebook Ads,2
2061414,tenwords_1w_7.99_7free,t,f,2020-07-18,ES,Facebook Ads,1
2061432,tenwords_1w_7.99_7free,t,f,2020-07-18,US,Facebook Ads,1
2061432,tenwords_1w_7.99_7free,f,f,2020-07-25,US,Facebook Ads,2
2061432,tenwords_1w_7.99_7free,f,f,2020-08-01,US,Facebook Ads,3
2061432,tenwords_1w_7.99_7free,f,f,2020-08-08,US,Facebook Ads,4
2061432,tenwords_1w_7.99_7free,f,f,2020-08-15,US,Facebook Ads,5
2061432,tenwords_1w_7.99_7free,f,f,2020-08-22,US,Facebook Ads,6
2061432,tenwords_1w_7.99_7free,f,f,2020-08-29,US,Facebook Ads,7
2061454,tenwords_1w_7.99_7free,t,f,2020-07-18,US,Facebook Ads,1
2061460,tenwords_1w_9.99_offer,f,f,2020-07-18,AT,Facebook Ads,1
2061460,tenwords_1w_9.99_offer,f,f,2020-07-25,AT,Facebook Ads,2
2061460,tenwords_1w_9.99_offer,f,f,2020-08-01,AT,Facebook Ads,3
2061460,tenwords_1w_9.99_offer,f,f,2020-08-08,AT,Facebook Ads,4
2061460,tenwords_1w_9.99_offer,f,f,2020-08-15,AT,Facebook Ads,5
2061460,tenwords_1w_9.99_offer,f,f,2020-08-22,AT,Facebook Ads,6
2061460,tenwords_1w_9.99_offer,f,f,2020-08-29,AT,Facebook Ads,7
2061460,tenwords_1w_9.99_offer,f,f,2020-09-05,AT,Facebook Ads,8
2061460,tenwords_1w_9.99_offer,f,f,2020-09-12,AT,Facebook Ads,9
2061460,tenwords_1w_9.99_offer,f,f,2020-09-19,AT,Facebook Ads,10
2061460,tenwords_1w_9.99_offer,f,f,2020-09-26,AT,Facebook Ads,11
2061482,tenwords_lifetime_limited_49.99,f,t,2020-07-18,CA,Facebook Ads,1
2061486,tenwords_1w_7.99_7free,t,f,2020-07-18,MX,Facebook Ads,1
2061496,tenwords_1w_9.99_offer,f,f,2020-07-18,HK,Facebook Ads,1
2061496,tenwords_1w_9.99_offer,f,f,2020-07-25,HK,Facebook Ads,2
2061496,tenwords_1w_9.99_offer,f,f,2020-08-01,HK,Facebook Ads,3
2061496,tenwords_1w_9.99_offer,f,f,2020-08-08,HK,Facebook Ads,4
2061496,tenwords_1w_9.99_offer,f,f,2020-08-15,HK,Facebook Ads,5
2061502,tenwords_1w_7.99_7free,t,f,2020-07-18,KY,Facebook Ads,1
2061523,tenwords_1w_9.99_offer,f,f,2020-07-18,CL,Facebook Ads,1
2061523,tenwords_1w_9.99_offer,f,f,2020-07-25,CL,Facebook Ads,2
2061531,tenwords_1w_7.99_7free,t,f,2020-07-18,US,Facebook Ads,1
2061531,tenwords_1w_7.99_7free,f,f,2020-07-25,US,Facebook Ads,2
2061531,tenwords_1w_7.99_7free,f,f,2020-08-01,US,Facebook Ads,3
2061531,tenwords_1w_7.99_7free,f,f,2020-08-08,US,Facebook Ads,4
2061531,tenwords_1w_7.99_7free,f,f,2020-08-15,US,Facebook Ads,5
2061531,tenwords_1w_7.99_7free,f,f,2020-08-22,US,Facebook Ads,6
2061574,tenwords_1w_7.99_7free,t,f,2020-07-18,US,Facebook Ads,1
2061601,tenwords_1w_9.99_offer,f,f,2020-07-18,US,Facebook Ads,1
2061613,tenwords_1w_7.99_7free,t,f,2020-07-18,MX,Facebook Ads,1
2061646,tenwords_lifetime_limited_49.99,f,f,2020-07-18,US,Facebook Ads,1
2061686,tenwords_1w_7.99_7free,t,f,2020-07-18,US,Facebook Ads,1
2061694,tenwords_1w_9.99_offer,f,f,2020-07-18,US,Facebook Ads,1
2061694,tenwords_1w_9.99_offer,f,f,2020-07-25,US,Facebook Ads,2
2061694,tenwords_1w_9.99_offer,f,f,2020-08-01,US,Facebook Ads,3
2061704,tenwords_1w_9.99_offer,f,f,2020-07-18,US,Facebook Ads,1
2061717,tenwords_1w_9.99_offer,f,f,2020-07-19,US,Facebook Ads,1
2061718,tenwords_1w_7.99_7free,t,f,2020-07-18,US,Facebook Ads,1
2061722,tenwords_1w_7.99_7free,t,f,2020-07-18,AE,Facebook Ads,1
2061736,tenwords_1w_9.99_offer,f,f,2020-07-18,Organic/Unknown,Organic/Unknown,1
2061736,tenwords_1w_9.99_offer,f,f,2020-07-25,Organic/Unknown,Organic/Unknown,2
2061792,tenwords_1w_9.99_offer,f,t,2020-07-18,PL,Facebook Ads,1
2061798,tenwords_1w_9.99_offer,f,f,2020-07-18,Organic/Unknown,Organic/Unknown,1
2061798,tenwords_1w_9.99_offer,f,f,2020-07-25,Organic/Unknown,Organic/Unknown,2
2061798,tenwords_1w_9.99_offer,f,f,2020-08-01,Organic/Unknown,Organic/Unknown,3
2061798,tenwords_1w_9.99_offer,f,f,2020-08-08,,Organic/Unknown,4
2061798,tenwords_1w_9.99_offer,f,f,2020-08-15,Organic/Unknown,Organic/Unknown,5
2061798,tenwords_1w_9.99_offer,f,f,2020-08-22,Organic/Unknown,Organic/Unknown,6
2061798,tenwords_1w_9.99_offer,f,f,2020-08-29,Organic/Unknown,Organic/Unknown,7
2061798,tenwords_1w_9.99_offer,f,f,2020-09-05,Organic/Unknown,Organic/Unknown,8
2061798,tenwords_1w_9.99_offer,f,f,2020-09-12,Organic/Unknown,Organic/Unknown,9
2061798,tenwords_1w_9.99_offer,f,f,2020-09-19,Organic/Unknown,Organic/Unknown,10
2061800,tenwords_1w_9.99_offer,f,f,2020-07-18,BR,Facebook Ads,1
2061829,tenwords_1w_7.99_7free,t,f,2020-07-18,BR,Facebook Ads,1
2061829,tenwords_1w_7.99_7free,f,f,2020-07-25,BR,Facebook Ads,2
2061835,tenwords_1w_7.99_7free,t,f,2020-07-18,US,Facebook Ads,1
2061836,tenwords_1w_9.99_offer,f,f,2020-07-18,US,Facebook Ads,1
2061839,tenwords_1w_7.99_7free,t,f,2020-07-18,US,Facebook Ads,1
2061843,tenwords_1w_7.99_7free,t,f,2020-07-18,US,Facebook Ads,1
2061858,tenwords_1w_9.99_offer,f,f,2020-07-18,US,Facebook Ads,1
2061866,tenwords_lifetime_limited_49.99,f,f,2020-07-18,UK,Facebook Ads,1
2061881,tenwords_1w_9.99_offer,f,f,2020-07-18,Organic/Unknown,Organic/Unknown,1
2061881,tenwords_1w_9.99_offer,f,f,2020-07-25,Organic/Unknown,Organic/Unknown,2
2061898,tenwords_1w_9.99_offer,f,f,2020-07-18,AR,Facebook Ads,1
2061898,tenwords_1w_9.99_offer,f,f,2020-07-25,AR,Facebook Ads,2
2061924,tenwords_1w_7.99_7free,t,f,2020-07-18,Organic/Unknown,Organic/Unknown,1
2061945,tenwords_1w_7.99_7free,t,f,2020-07-18,IT,Facebook Ads,1
2061965,tenwords_1w_7.99_7free,t,f,2020-07-18,US,Facebook Ads,1
2061973,tenwords_1w_7.99_7free,t,f,2020-07-18,Organic/Unknown,Organic/Unknown,1
2061973,tenwords_1w_7.99_7free,f,f,2020-08-10,Organic/Unknown,Organic/Unknown,2
2061976,tenwords_1w_7.99_7free,t,f,2020-07-18,US,Facebook Ads,1
2061976,tenwords_1w_7.99_7free,f,f,2020-07-25,US,Facebook Ads,2
2061976,tenwords_1w_7.99_7free,f,f,2020-08-01,US,Facebook Ads,3
2061976,tenwords_1w_7.99_7free,f,f,2020-08-08,US,Facebook Ads,4
2061976,tenwords_1w_7.99_7free,f,f,2020-08-15,US,Facebook Ads,5
2061976,tenwords_1w_7.99_7free,f,f,2020-08-22,US,Facebook Ads,6
2061976,tenwords_1w_7.99_7free,f,f,2020-08-29,US,Facebook Ads,7
2061976,tenwords_1w_7.99_7free,f,f,2020-09-05,US,Facebook Ads,8
2061976,tenwords_1w_7.99_7free,f,f,2020-09-12,US,Facebook Ads,9
2061976,tenwords_1w_7.99_7free,f,f,2020-09-19,US,Facebook Ads,10
2061976,tenwords_1w_7.99_7free,f,f,2020-09-26,US,Facebook Ads,11
2061996,tenwords_1w_7.99_7free,t,f,2020-07-18,US,Facebook Ads,1
2062008,tenwords_1w_9.99_offer,f,f,2020-07-18,VN,Facebook Ads,1
2062019,tenwords_1w_7.99_7free,t,f,2020-07-18,KW,Facebook Ads,1
2062019,tenwords_1w_7.99_7free,f,f,2020-07-25,KW,Facebook Ads,2
2062019,tenwords_1w_7.99_7free,f,f,2020-08-01,KW,Facebook Ads,3
2062019,tenwords_1w_7.99_7free,f,f,2020-08-08,KW,Facebook Ads,4
2062019,tenwords_1w_7.99_7free,f,f,2020-08-15,KW,Facebook Ads,5
2062019,tenwords_1w_7.99_7free,f,f,2020-08-22,KW,Facebook Ads,6
2062019,tenwords_1w_7.99_7free,f,f,2020-08-29,KW,Facebook Ads,7
2062019,tenwords_1w_7.99_7free,f,f,2020-09-05,KW,Facebook Ads,8
2062019,tenwords_1w_7.99_7free,f,f,2020-09-12,KW,Facebook Ads,9
2062039,tenwords_1w_7.99_7free,t,f,2020-07-18,Organic/Unknown,Organic/Unknown,1
2062057,tenwords_1w_9.99_offer,f,f,2020-07-18,US,Facebook Ads,1
2062087,tenwords_1w_7.99_7free,t,f,2020-07-19,Organic/Unknown,Organic/Unknown,1
2062087,tenwords_1w_7.99_7free,f,f,2020-07-26,Organic/Unknown,Organic/Unknown,2
2062087,tenwords_1w_7.99_7free,f,f,2020-08-02,Organic/Unknown,Organic/Unknown,3
2062087,tenwords_1w_7.99_7free,f,f,2020-08-09,Organic/Unknown,Organic/Unknown,4
2062087,tenwords_1w_7.99_7free,f,f,2020-08-16,Organic/Unknown,Organic/Unknown,5
2062087,tenwords_1w_7.99_7free,f,f,2020-08-23,Organic/Unknown,Organic/Unknown,6
2062087,tenwords_1w_7.99_7free,f,f,2020-08-30,,Organic/Unknown,7
2062087,tenwords_1w_7.99_7free,f,f,2020-09-06,Organic/Unknown,Organic/Unknown,8
2062087,tenwords_1w_7.99_7free,f,f,2020-09-13,Organic/Unknown,Organic/Unknown,9
2062087,tenwords_1w_7.99_7free,f,f,2020-09-20,Organic/Unknown,Organic/Unknown,10
2062087,tenwords_1w_7.99_7free,f,f,2020-09-27,Organic/Unknown,Organic/Unknown,11
2062098,tenwords_1w_7.99_7free,t,f,2020-07-18,Organic/Unknown,Organic/Unknown,1
2062107,tenwords_1w_9.99_offer,f,f,2020-07-18,Organic/Unknown,Organic/Unknown,1
2062118,tenwords_1w_9.99_offer,f,f,2020-07-18,US,Facebook Ads,1
2062118,tenwords_1w_9.99_offer,f,f,2020-07-25,US,Facebook Ads,2
2062118,tenwords_1w_9.99_offer,f,f,2020-08-01,US,Facebook Ads,3
2062118,tenwords_1w_9.99_offer,f,f,2020-08-08,US,Facebook Ads,4
2062131,tenwords_1w_9.99_offer,f,f,2020-07-18,US,Facebook Ads,1
2062131,tenwords_1w_9.99_offer,f,f,2020-07-25,US,Facebook Ads,2
2062131,tenwords_1w_9.99_offer,f,f,2020-08-01,US,Facebook Ads,3
2062144,tenwords_1w_9.99_offer,f,f,2020-08-05,FR,Facebook Ads,1
2062144,tenwords_1w_9.99_offer,f,f,2020-08-12,FR,Facebook Ads,2
2062144,tenwords_1w_9.99_offer,f,f,2020-08-19,FR,Facebook Ads,3
2062144,tenwords_1w_9.99_offer,f,f,2020-08-26,FR,Facebook Ads,4
2062144,tenwords_1w_9.99_offer,f,f,2020-09-02,FR,Facebook Ads,5
2062144,tenwords_1w_9.99_offer,f,f,2020-09-09,FR,Facebook Ads,6
2062144,tenwords_1w_9.99_offer,f,f,2020-09-16,FR,Facebook Ads,7
2062144,tenwords_1w_9.99_offer,f,f,2020-09-23,FR,Facebook Ads,8
2062146,tenwords_1w_9.99_offer,f,f,2020-07-18,PH,Facebook Ads,1
2062152,tenwords_1w_9.99_offer,f,f,2020-07-18,IS,Facebook Ads,1
2062181,tenwords_1w_7.99_7free,t,f,2020-07-18,US,Facebook Ads,1
2062200,tenwords_1w_9.99_offer,f,f,2020-07-18,US,Facebook Ads,1
2062216,tenwords_1w_9.99_offer,f,f,2020-07-18,RU,Facebook Ads,1
2062216,tenwords_1w_9.99_offer,f,f,2020-07-25,RU,Facebook Ads,2
2062223,tenwords_1w_9.99_offer,f,f,2020-07-18,US,Facebook Ads,1
2062224,tenwords_1w_9.99_offer,f,f,2020-07-18,DE,Facebook Ads,1
2062251,tenwords_1w_7.99_7free,t,f,2020-07-18,Organic/Unknown,Organic/Unknown,1
2062251,tenwords_1w_7.99_7free,f,f,2020-07-25,Organic/Unknown,Organic/Unknown,2
2062251,tenwords_1w_7.99_7free,f,f,2020-08-01,Organic/Unknown,Organic/Unknown,3
2062251,tenwords_1w_7.99_7free,f,f,2020-08-08,Organic/Unknown,Organic/Unknown,4
2062251,tenwords_1w_7.99_7free,f,f,2020-08-15,Organic/Unknown,Organic/Unknown,5
2062251,tenwords_1w_7.99_7free,f,f,2020-08-22,Organic/Unknown,Organic/Unknown,6
2062258,tenwords_1w_9.99_offer,f,f,2020-07-18,US,Facebook Ads,1
2062258,tenwords_1w_9.99_offer,f,f,2020-07-25,US,Facebook Ads,2
2062258,tenwords_1w_9.99_offer,f,f,2020-08-01,US,Facebook Ads,3
2062258,tenwords_1w_9.99_offer,f,f,2020-08-08,US,Facebook Ads,4
2062258,tenwords_1w_9.99_offer,f,f,2020-08-15,US,Facebook Ads,5
2062258,tenwords_1w_9.99_offer,f,f,2020-08-22,US,Facebook Ads,6
2062258,tenwords_1w_9.99_offer,f,f,2020-08-29,US,Facebook Ads,7
2062258,tenwords_1w_9.99_offer,f,f,2020-09-05,US,Facebook Ads,8
2062258,tenwords_1w_9.99_offer,f,f,2020-09-12,US,Facebook Ads,9
2062258,tenwords_1w_9.99_offer,f,f,2020-09-19,US,Facebook Ads,10
2062258,tenwords_1w_9.99_offer,f,f,2020-09-26,US,Facebook Ads,11
2062261,tenwords_lifetime_limited_49.99,f,f,2020-07-18,Organic/Unknown,Organic/Unknown,1
2062300,tenwords_1w_7.99_7free,t,f,2020-07-18,Organic/Unknown,Organic/Unknown,1
2062331,tenwords_1w_9.99_offer,f,f,2020-07-18,JO,Facebook Ads,1
2062347,tenwords_1w_9.99_offer,f,f,2020-07-18,US,Facebook Ads,1
2062347,tenwords_1w_9.99_offer,f,f,2020-07-25,US,Facebook Ads,2
2062378,tenwords_1w_9.99_offer,f,f,2020-07-18,Organic/Unknown,Organic/Unknown,1
2062399,tenwords_1w_7.99_7free,t,f,2020-07-18,CA,Facebook Ads,1
2062399,tenwords_1w_7.99_7free,f,f,2020-07-25,CA,Facebook Ads,2
2062399,tenwords_1w_7.99_7free,f,f,2020-08-01,CA,Facebook Ads,3
2062399,tenwords_1w_7.99_7free,f,f,2020-08-08,CA,Facebook Ads,4
2062412,tenwords_1w_9.99_offer,f,f,2020-08-25,US,Facebook Ads,1
2062418,tenwords_1w_7.99_7free,t,f,2020-07-18,US,Facebook Ads,1
2062418,tenwords_1w_7.99_7free,f,f,2020-07-25,US,Facebook Ads,2
2062420,tenwords_1w_9.99_offer,f,f,2020-07-18,US,Facebook Ads,1
2062422,tenwords_1w_7.99_7free,t,f,2020-07-18,US,Facebook Ads,1
2062422,tenwords_1w_7.99_7free,f,f,2020-07-25,US,Facebook Ads,2
2062459,tenwords_1w_7.99_7free,t,f,2020-07-18,TR,Facebook Ads,1
2062471,tenwords_lifetime_limited_49.99,f,f,2020-07-18,AE,Facebook Ads,1
2062490,tenwords_1w_7.99_7free,t,f,2020-07-18,PR,Facebook Ads,1
2062501,tenwords_1w_9.99_offer,f,f,2020-07-18,CH,Facebook Ads,1
2062501,tenwords_1w_9.99_offer,f,f,2020-08-11,CH,Facebook Ads,2
2062541,tenwords_1w_9.99_offer,f,f,2020-07-18,Organic/Unknown,Organic/Unknown,1
2062546,tenwords_1w_7.99_7free,t,f,2020-07-18,US,Facebook Ads,1
2062549,tenwords_1w_7.99_7free,t,f,2020-07-18,Organic/Unknown,Organic/Unknown,1
2062557,tenwords_1w_9.99_offer,f,f,2020-07-18,AO,Facebook Ads,1
2062602,tenwords_lifetime_limited_49.99,f,f,2020-07-18,JM,Facebook Ads,1
2062607,tenwords_1w_7.99_7free,t,f,2020-07-19,US,Facebook Ads,1
2062622,tenwords_1w_7.99_7free,t,f,2020-07-18,Organic/Unknown,Organic/Unknown,1
2062628,tenwords_1w_7.99_7free,t,f,2020-07-18,NG,Facebook Ads,1
2062640,tenwords_1w_9.99_offer,f,f,2020-07-18,US,Facebook Ads,1
2062650,tenwords_1w_7.99_7free,t,f,2020-07-18,US,Facebook Ads,1
2062658,tenwords_1w_7.99_7free,t,f,2020-07-18,US,Facebook Ads,1
2062658,tenwords_1w_7.99_7free,f,f,2020-07-25,US,Facebook Ads,2
2062688,tenwords_1w_9.99_offer,f,f,2020-07-18,Organic/Unknown,Organic/Unknown,1
2062688,tenwords_1w_9.99_offer,f,f,2020-07-25,Organic/Unknown,Organic/Unknown,2
2062688,tenwords_1w_9.99_offer,f,f,2020-08-01,Organic/Unknown,Organic/Unknown,3
2062688,tenwords_1w_9.99_offer,f,f,2020-08-08,Organic/Unknown,Organic/Unknown,4
2062688,tenwords_1w_9.99_offer,f,f,2020-08-15,Organic/Unknown,Organic/Unknown,5
2062688,tenwords_1w_9.99_offer,f,f,2020-08-22,Organic/Unknown,Organic/Unknown,6
2062688,tenwords_1w_9.99_offer,f,f,2020-08-29,Organic/Unknown,Organic/Unknown,7
2062695,tenwords_1w_9.99_offer,f,f,2020-07-18,Organic/Unknown,Organic/Unknown,1
2062709,tenwords_1w_7.99_7free,t,f,2020-07-18,US,Facebook Ads,1
2062735,tenwords_1w_9.99_offer,f,f,2020-07-18,US,Facebook Ads,1
2062741,tenwords_1w_9.99_offer,f,f,2020-07-18,US,Facebook Ads,1
2062741,tenwords_1w_9.99_offer,f,f,2020-07-25,US,Facebook Ads,2
2062741,tenwords_1w_9.99_offer,f,f,2020-08-01,US,Facebook Ads,3
2062741,tenwords_1w_9.99_offer,f,f,2020-08-08,US,Facebook Ads,4
2062741,tenwords_1w_9.99_offer,f,f,2020-08-15,US,Facebook Ads,5
2062748,tenwords_lifetime_limited_49.99,f,f,2020-07-18,CH,Facebook Ads,1
2062752,tenwords_1w_7.99_7free,t,f,2020-07-18,SK,Facebook Ads,1
2062786,tenwords_1w_9.99_offer,f,f,2020-07-18,DE,Facebook Ads,1
2062796,tenwords_1w_7.99_7free,t,f,2020-07-18,CA,Facebook Ads,1
2062818,tenwords_1w_7.99_7free,t,f,2020-07-18,US,Facebook Ads,1
2062835,tenwords_1w_9.99_offer,f,f,2020-07-18,AT,Facebook Ads,1
2062856,tenwords_1w_7.99_7free,t,f,2020-08-08,MX,Facebook Ads,1
2062899,tenwords_1w_9.99_offer,f,f,2020-07-18,US,Facebook Ads,1
2062911,tenwords_1w_9.99_offer,f,f,2020-07-18,KW,Facebook Ads,1
2062935,tenwords_1w_9.99_offer,f,f,2020-07-18,HN,Facebook Ads,1
2062935,tenwords_1w_9.99_offer,f,f,2020-08-13,HN,Facebook Ads,2
2062941,tenwords_1w_9.99_offer,f,f,2020-07-18,MX,Facebook Ads,1
2062946,tenwords_1w_7.99_7free,t,f,2020-07-18,US,Facebook Ads,1
2062946,tenwords_1w_7.99_7free,f,f,2020-07-25,US,Facebook Ads,2
2062946,tenwords_1w_7.99_7free,f,f,2020-08-28,US,Facebook Ads,3
2062946,tenwords_1w_7.99_7free,f,f,2020-09-14,US,Facebook Ads,4
